Date,Open,High,Low,Close,GAP up/down,Range,O-C,C-C,LOD>P.Close,P.Close>High,,,
1/10/17,"2,269.72","2,279.27","2,265.27","2,268.90",0.82,14,-0.82,0,-3.63,-10.37,,,
1/11/17,"2,268.60","2,275.32","2,260.83","2,275.32",-0.3,14.49,6.72,6.42,-8.07,-6.42,,,
1/12/17,"2,271.14","2,271.78","2,254.25","2,270.44",-4.18,17.53,-0.7,-4.88,-21.07,3.54,,,
1/13/17,"2,272.74","2,278.68","2,271.51","2,274.64",2.3,7.17,1.9,4.2,1.07,-8.24,,,
1/17/17,"2,269.14","2,272.08","2,262.81","2,267.89",-5.5,9.27,-1.25,-6.75,-11.83,2.56,,,
1/18/17,"2,269.14","2,272.01","2,263.35","2,271.89",1.25,8.66,2.75,4,-4.54,-4.12,,,
1/19/17,"2,271.90","2,274.33","2,258.41","2,263.69",0.01,15.92,-8.21,-8.2,-13.48,-2.44,,,
1/20/17,"2,269.96","2,276.96","2,265.01","2,271.31",6.27,11.95,1.35,7.62,1.32,-13.27,,,
1/23/17,"2,267.78","2,271.78","2,257.02","2,265.20",-3.53,14.76,-2.58,-6.11,-14.29,-0.47,,,
1/24/17,"2,267.88","2,284.63","2,266.68","2,280.07",2.68,17.95,12.19,14.87,1.48,-19.43,,,
1/25/17,"2,288.88","2,299.55","2,288.88","2,298.37",8.81,10.67,9.49,18.3,8.81,-19.48,,,
1/26/17,"2,298.63","2,300.99","2,294.08","2,296.68",0.26,6.91,-1.95,-1.69,-4.29,-2.62,,,
1/27/17,"2,299.02","2,299.02","2,291.62","2,294.69",2.34,7.4,-4.33,-1.99,-5.06,-2.34,,,
1/30/17,"2,286.01","2,286.01","2,268.04","2,280.90",-8.68,17.97,-5.11,-13.79,-26.65,8.68,,,
1/31/17,"2,274.02","2,279.09","2,267.21","2,278.87",-6.88,11.88,4.85,-2.03,-13.69,1.81,,,
2/1/17,"2,285.59","2,289.14","2,272.44","2,279.55",6.72,16.7,-6.04,0.68,-6.43,-10.27,,,
2/2/17,"2,276.69","2,283.97","2,271.65","2,280.85",-2.86,12.32,4.16,1.3,-7.9,-4.42,,,
2/3/17,"2,288.54","2,298.31","2,287.88","2,297.42",7.69,10.43,8.88,16.57,7.03,-17.46,,,
2/6/17,"2,294.28","2,296.18","2,288.57","2,292.56",-3.14,7.61,-1.72,-4.86,-8.85,1.24,,,
2/7/17,"2,295.87","2,299.40","2,290.16","2,293.08",3.31,9.24,-2.79,0.52,-2.4,-6.84,,,
2/8/17,"2,289.55","2,295.91","2,285.38","2,294.67",-3.53,10.53,5.12,1.59,-7.7,-2.83,,,
2/9/17,"2,296.70","2,311.08","2,296.61","2,307.87",2.03,14.47,11.17,13.2,1.94,-16.41,,,
2/10/17,"2,312.27","2,319.23","2,311.10","2,316.10",4.4,8.13,3.83,8.23,3.23,-11.36,,,
2/13/17,"2,321.72","2,331.58","2,321.42","2,328.25",5.62,10.16,6.53,12.15,5.32,-15.48,,,
2/14/17,"2,326.12","2,337.58","2,322.17","2,337.58",-2.13,15.41,11.46,9.33,-6.08,-9.33,,,
2/15/17,"2,335.58","2,351.30","2,334.81","2,349.25",-2,16.49,13.67,11.67,-2.77,-13.72,,,
2/16/17,"2,349.64","2,351.31","2,338.87","2,347.22",0.39,12.44,-2.42,-2.03,-10.38,-2.06,,,
2/17/17,"2,343.01","2,351.16","2,339.58","2,351.16",-4.21,11.58,8.15,3.94,-7.64,-3.94,,,
2/21/17,"2,354.91","2,366.71","2,354.91","2,365.38",3.75,11.8,10.47,14.22,3.75,-15.55,,,
2/22/17,"2,361.11","2,365.13","2,358.34","2,362.82",-4.27,6.79,1.71,-2.56,-7.04,0.25,,,
2/23/17,"2,367.50","2,368.26","2,355.09","2,363.81",4.68,13.17,-3.69,0.99,-7.73,-5.44,,,
2/24/17,"2,355.73","2,367.34","2,352.87","2,367.34",-8.08,14.47,11.61,3.53,-10.94,-3.53,,,
2/27/17,"2,365.23","2,371.54","2,361.87","2,369.75",-2.11,9.67,4.52,2.41,-5.47,-4.2,,,
2/28/17,"2,366.08","2,367.79","2,358.96","2,363.64",-3.67,8.83,-2.44,-6.11,-10.79,1.96,,,
3/1/17,"2,380.13","2,400.98","2,380.13","2,395.96",16.49,20.85,15.83,32.32,16.49,-37.34,,,
3/2/17,"2,394.75","2,394.75","2,380.17","2,381.92",-1.21,14.58,-12.83,-14.04,-15.79,1.21,,,
3/3/17,"2,380.92","2,383.89","2,375.39","2,383.12",-1,8.5,2.2,1.2,-6.53,-1.97,,,
3/6/17,"2,375.23","2,378.80","2,367.98","2,375.31",-7.89,10.82,0.08,-7.81,-15.14,4.32,,,
3/7/17,"2,370.74","2,375.12","2,365.51","2,368.39",-4.57,9.61,-2.35,-6.92,-9.8,0.19,,,
3/8/17,"2,369.81","2,373.09","2,361.01","2,362.98",1.42,12.08,-6.83,-5.41,-7.38,-4.7,,,
3/9/17,"2,363.49","2,369.08","2,354.54","2,364.87",0.51,14.54,1.38,1.89,-8.44,-6.1,,,
3/10/17,"2,372.52","2,376.86","2,363.04","2,372.60",7.65,13.82,0.08,7.73,-1.83,-11.99,,,
3/13/17,"2,371.56","2,374.42","2,368.52","2,373.47",-1.04,5.9,1.91,0.87,-4.08,-1.82,,,
3/14/17,"2,368.55","2,368.55","2,358.18","2,365.45",-4.92,10.37,-3.1,-8.02,-15.29,4.92,,,
3/15/17,"2,370.34","2,390.01","2,368.94","2,385.26",4.89,21.07,14.92,19.81,3.49,-24.56,,,
3/16/17,"2,387.71","2,388.10","2,377.18","2,381.38",2.45,10.92,-6.33,-3.88,-8.08,-2.84,,,
3/17/17,"2,383.71","2,385.71","2,377.64","2,378.25",2.33,8.07,-5.46,-3.13,-3.74,-4.33,,,
3/20/17,"2,378.24","2,379.55","2,369.66","2,373.47",-0.01,9.89,-4.77,-4.78,-8.59,-1.3,,,
3/21/17,"2,379.32","2,381.93","2,341.90","2,344.02",5.85,40.03,-35.3,-29.45,-31.57,-8.46,,,
3/22/17,"2,343.00","2,351.81","2,336.45","2,348.45",-1.02,15.36,5.45,4.43,-7.57,-7.79,,,
3/23/17,"2,345.97","2,358.92","2,342.13","2,345.96",-2.48,16.79,-0.01,-2.49,-6.32,-10.47,,,
3/24/17,"2,350.42","2,356.22","2,335.74","2,343.98",4.46,20.48,-6.44,-1.98,-10.22,-10.26,,,
3/27/17,"2,329.11","2,344.90","2,322.25","2,341.59",-14.87,22.65,12.48,-2.39,-21.73,-0.92,,,
3/28/17,"2,339.79","2,363.78","2,337.63","2,358.57",-1.8,26.15,18.78,16.98,-3.96,-22.19,,,
3/29/17,"2,356.54","2,363.36","2,352.94","2,361.13",-2.03,10.42,4.59,2.56,-5.63,-4.79,,,
3/30/17,"2,361.31","2,370.42","2,358.58","2,368.06",0.18,11.84,6.75,6.93,-2.55,-9.29,,,
3/31/17,"2,364.82","2,370.35","2,362.60","2,362.72",-3.24,7.75,-2.1,-5.34,-5.46,-2.29,,,
4/3/17,"2,362.34","2,365.87","2,344.73","2,358.84",-0.38,21.14,-3.5,-3.88,-17.99,-3.15,,,
4/4/17,"2,354.76","2,360.53","2,350.72","2,360.16",-4.08,9.81,5.4,1.32,-8.12,-1.69,,,
4/5/17,"2,366.59","2,378.36","2,350.52","2,352.95",6.43,27.84,-13.64,-7.21,-9.64,-18.2,,,
4/6/17,"2,353.79","2,364.16","2,348.90","2,357.49",0.84,15.26,3.7,4.54,-4.05,-11.21,,,
4/7/17,"2,356.59","2,363.76","2,350.74","2,355.54",-0.9,13.02,-1.05,-1.95,-6.75,-6.27,,,
4/10/17,"2,357.16","2,366.37","2,351.50","2,357.16",1.62,14.87,0,1.62,-4.04,-10.83,,,
4/11/17,"2,353.92","2,355.22","2,337.25","2,353.78",-3.24,17.97,-0.14,-3.38,-19.91,1.94,,,
4/12/17,"2,352.15","2,352.72","2,341.18","2,344.93",-1.63,11.54,-7.22,-8.85,-12.6,1.06,,,
4/13/17,"2,341.98","2,348.26","2,328.95","2,328.95",-2.95,19.31,-13.03,-15.98,-15.98,-3.33,,,
4/17/17,"2,332.62","2,349.14","2,332.51","2,349.01",3.67,16.63,16.39,20.06,3.56,-20.19,,,
4/18/17,"2,342.53","2,348.35","2,334.54","2,342.19",-6.48,13.81,-0.34,-6.82,-14.47,0.66,,,
4/19/17,"2,346.79","2,352.63","2,335.05","2,338.17",4.6,17.58,-8.62,-4.02,-7.14,-10.44,,,
4/20/17,"2,342.69","2,361.37","2,340.91","2,355.84",4.52,20.46,13.15,17.67,2.74,-23.2,,,
4/21/17,"2,354.74","2,356.18","2,344.51","2,348.69",-1.1,11.67,-6.05,-7.15,-11.33,-0.34,,,
4/24/17,"2,370.33","2,376.98","2,369.19","2,374.15",21.64,7.79,3.82,25.46,20.5,-28.29,,,
4/25/17,"2,381.51","2,392.48","2,381.15","2,388.61",7.36,11.33,7.1,14.46,7,-18.33,,,
4/26/17,"2,388.98","2,398.16","2,386.76","2,387.45",0.37,11.4,-1.53,-1.16,-1.85,-9.55,,,
4/27/17,"2,389.70","2,392.10","2,382.68","2,388.77",2.25,9.42,-0.93,1.32,-4.77,-4.65,,,
4/28/17,"2,393.68","2,393.68","2,382.36","2,384.20",4.91,11.32,-9.48,-4.57,-6.41,-4.91,,,
5/1/17,"2,388.50","2,394.49","2,384.83","2,388.33",4.3,9.66,-0.17,4.13,0.63,-10.29,,,
5/2/17,"2,391.05","2,392.93","2,385.82","2,391.17",2.72,7.11,0.12,2.84,-2.51,-4.6,,,
5/3/17,"2,386.50","2,389.82","2,379.75","2,388.13",-4.67,10.07,1.63,-3.04,-11.42,1.35,,,
5/4/17,"2,389.79","2,391.43","2,380.35","2,389.52",1.66,11.08,-0.27,1.39,-7.78,-3.3,,,
5/5/17,"2,392.37","2,399.29","2,389.38","2,399.29",2.85,9.91,6.92,9.77,-0.14,-9.77,,,
5/8/17,"2,399.94","2,401.36","2,393.92","2,399.38",0.65,7.44,-0.56,0.09,-5.37,-2.07,,,
5/9/17,"2,401.58","2,403.87","2,392.44","2,396.92",2.2,11.43,-4.66,-2.46,-6.94,-4.49,,,
5/10/17,"2,396.79","2,399.74","2,392.79","2,399.63",-0.13,6.95,2.84,2.71,-4.13,-2.82,,,
5/11/17,"2,394.84","2,395.72","2,381.74","2,394.44",-4.79,13.98,-0.4,-5.19,-17.89,3.91,,,
5/12/17,"2,392.44","2,392.44","2,387.19","2,390.90",-2,5.25,-1.54,-3.54,-7.25,2,,,
5/15/17,"2,393.98","2,404.05","2,393.94","2,402.32",3.08,10.11,8.34,11.42,3.04,-13.15,,,
5/16/17,"2,404.55","2,405.77","2,396.05","2,400.67",2.23,9.72,-3.88,-1.65,-6.27,-3.45,,,
5/17/17,"2,382.95","2,384.87","2,356.21","2,357.03",-17.72,28.66,-25.92,-43.64,-44.46,15.8,,,
5/18/17,"2,354.69","2,375.74","2,352.72","2,365.72",-2.34,23.02,11.03,8.69,-4.31,-18.71,,,
5/19/17,"2,371.37","2,389.06","2,370.43","2,381.73",5.65,18.63,10.36,16.01,4.71,-23.34,,,
5/22/17,"2,387.21","2,395.46","2,386.92","2,394.02",5.48,8.54,6.81,12.29,5.19,-13.73,,,
5/23/17,"2,397.04","2,400.85","2,393.88","2,398.42",3.02,6.97,1.38,4.4,-0.14,-6.83,,,
5/24/17,"2,401.41","2,405.58","2,397.99","2,404.39",2.99,7.59,2.98,5.97,-0.43,-7.16,,,
5/25/17,"2,409.54","2,418.71","2,408.01","2,415.07",5.15,10.7,5.53,10.68,3.62,-14.32,,,
5/26/17,"2,414.50","2,416.68","2,412.20","2,415.82",-0.57,4.48,1.32,0.75,-2.87,-1.61,,,
5/30/17,"2,411.67","2,415.26","2,409.43","2,412.91",-4.15,5.83,1.24,-2.91,-6.39,0.56,,,
5/31/17,"2,415.63","2,415.99","2,403.59","2,411.80",2.72,12.4,-3.83,-1.11,-9.32,-3.08,,,
6/1/17,"2,415.65","2,430.06","2,413.54","2,430.06",3.85,16.52,14.41,18.26,1.74,-18.26,,,
6/2/17,"2,431.28","2,440.23","2,427.71","2,439.07",1.22,12.52,7.79,9.01,-2.35,-10.17,,,
6/5/17,"2,437.83","2,439.55","2,434.32","2,436.10",-1.24,5.23,-1.73,-2.97,-4.75,-0.48,,,
6/6/17,"2,431.92","2,436.21","2,428.12","2,429.33",-4.18,8.09,-2.59,-6.77,-7.98,-0.11,,,
6/7/17,"2,432.03","2,435.28","2,424.75","2,433.14",2.7,10.53,1.11,3.81,-4.58,-5.95,,,
6/8/17,"2,434.27","2,439.27","2,427.94","2,433.79",1.13,11.33,-0.48,0.65,-5.2,-6.13,,,
6/9/17,"2,436.39","2,446.20","2,415.70","2,431.77",2.6,30.5,-4.62,-2.02,-18.09,-12.41,,,
6/12/17,"2,425.88","2,430.38","2,419.97","2,429.39",-5.89,10.41,3.51,-2.38,-11.8,1.39,,,
6/13/17,"2,434.15","2,441.49","2,431.28","2,440.35",4.76,10.21,6.2,10.96,1.89,-12.1,,,
6/14/17,"2,443.75","2,443.75","2,428.34","2,437.92",3.4,15.41,-5.83,-2.43,-12.01,-3.4,,,
6/15/17,"2,424.14","2,433.95","2,418.53","2,432.46",-13.78,15.42,8.32,-5.46,-19.39,3.97,,,
6/16/17,"2,431.24","2,433.15","2,422.88","2,433.15",-1.22,10.27,1.91,0.69,-9.58,-0.69,,,
6/19/17,"2,442.55","2,453.82","2,441.79","2,453.46",9.4,12.03,10.91,20.31,8.64,-20.67,,,
6/20/17,"2,450.66","2,450.66","2,436.60","2,437.03",-2.8,14.06,-13.63,-16.43,-16.86,2.8,,,
6/21/17,"2,439.31","2,442.23","2,430.74","2,435.61",2.28,11.49,-3.7,-1.42,-6.29,-5.2,,,
6/22/17,"2,437.40","2,441.62","2,433.27","2,434.50",1.79,8.35,-2.9,-1.11,-2.34,-6.01,,,
6/23/17,"2,434.65","2,441.40","2,431.11","2,438.30",0.15,10.29,3.65,3.8,-3.39,-6.9,,,
6/26/17,"2,443.32","2,450.42","2,437.03","2,439.07",5.02,13.39,-4.25,0.77,-1.27,-12.12,,,
6/27/17,"2,436.34","2,440.15","2,419.38","2,419.38",-2.73,20.77,-16.96,-19.69,-19.69,-1.08,,,
6/28/17,"2,428.70","2,442.97","2,428.02","2,440.69",9.32,14.95,11.99,21.31,8.64,-23.59,,,
6/29/17,"2,442.38","2,442.73","2,405.70","2,419.70",1.69,37.03,-22.68,-20.99,-34.99,-2.04,,,
6/30/17,"2,429.20","2,432.71","2,421.65","2,423.41",9.5,11.06,-5.79,3.71,1.95,-13.01,,,
7/3/17,"2,431.39","2,439.17","2,428.69","2,429.01",7.98,10.48,-2.38,5.6,5.28,-15.76,,,
7/5/17,"2,430.78","2,434.90","2,422.05","2,432.54",1.77,12.85,1.76,3.53,-6.96,-5.89,,,
7/6/17,"2,423.44","2,424.28","2,407.70","2,409.75",-9.1,16.58,-13.69,-22.79,-24.84,8.26,,,
7/7/17,"2,413.52","2,426.92","2,413.52","2,425.18",3.77,13.4,11.66,15.43,3.77,-17.17,,,
7/10/17,"2,424.51","2,432.00","2,422.27","2,427.43",-0.67,9.73,2.92,2.25,-2.91,-6.82,,,
7/11/17,"2,427.35","2,429.30","2,412.79","2,425.53",-0.08,16.51,-1.82,-1.9,-14.64,-1.87,,,
7/12/17,"2,435.75","2,445.76","2,435.75","2,443.25",10.22,10.01,7.5,17.72,10.22,-20.23,,,
7/13/17,"2,444.99","2,449.32","2,441.69","2,447.83",1.74,7.63,2.84,4.58,-1.56,-6.07,,,
7/14/17,"2,449.16","2,463.54","2,446.69","2,459.27",1.33,16.85,10.11,11.44,-1.14,-15.71,,,
7/17/17,"2,459.50","2,462.82","2,457.16","2,459.14",0.23,5.66,-0.36,-0.13,-2.11,-3.55,,,
7/18/17,"2,455.88","2,460.92","2,450.34","2,460.61",-3.26,10.58,4.73,1.47,-8.8,-1.78,,,
7/19/17,"2,463.85","2,473.83","2,463.85","2,473.83",3.24,9.98,9.98,13.22,3.24,-13.22,,,
7/20/17,"2,475.56","2,477.62","2,468.43","2,473.45",1.73,9.19,-2.11,-0.38,-5.4,-3.79,,,
7/21/17,"2,467.40","2,472.54","2,465.06","2,472.54",-6.05,7.48,5.14,-0.91,-8.39,0.91,,,
7/24/17,"2,472.04","2,473.10","2,466.32","2,469.91",-0.5,6.78,-2.13,-2.63,-6.22,-0.56,,,
7/25/17,"2,477.88","2,481.24","2,474.91","2,477.13",7.97,6.33,-0.75,7.22,5,-11.33,,,
7/26/17,"2,479.97","2,481.69","2,474.94","2,477.83",2.84,6.75,-2.14,0.7,-2.19,-4.56,,,
7/27/17,"2,482.76","2,484.04","2,459.93","2,475.42",4.93,24.11,-7.34,-2.41,-17.9,-6.21,,,
7/28/17,"2,469.12","2,473.53","2,464.66","2,472.10",-6.3,8.87,2.98,-3.32,-10.76,1.89,,,
7/31/17,"2,475.94","2,477.96","2,468.53","2,470.30",3.84,9.43,-5.64,-1.8,-3.57,-5.86,,,
8/1/17,"2,477.10","2,478.51","2,471.14","2,476.35",6.8,7.37,-0.75,6.05,0.84,-8.21,,,
8/2/17,"2,480.38","2,480.38","2,466.48","2,477.57",4.03,13.9,-2.81,1.22,-9.87,-4.03,,,
8/3/17,"2,476.03","2,476.03","2,468.85","2,472.16",-1.54,7.18,-3.87,-5.41,-8.72,1.54,,,
8/4/17,"2,476.88","2,480.00","2,472.08","2,476.83",4.72,7.92,-0.05,4.67,-0.08,-7.84,,,
8/7/17,"2,477.14","2,480.95","2,475.88","2,480.91",0.31,5.07,3.77,4.08,-0.95,-4.12,,,
8/8/17,"2,478.35","2,490.87","2,470.32","2,474.92",-2.56,20.55,-3.43,-5.99,-10.59,-9.96,,,
8/9/17,"2,465.35","2,474.41","2,462.08","2,474.02",-9.57,12.33,8.67,-0.9,-12.84,0.51,,,
8/10/17,"2,465.38","2,465.38","2,437.75","2,438.21",-8.64,27.63,-27.17,-35.81,-36.27,8.64,,,
8/11/17,"2,441.04","2,448.09","2,437.85","2,441.32",2.83,10.24,0.28,3.11,-0.36,-9.88,,,
8/14/17,"2,454.96","2,468.22","2,454.96","2,465.84",13.64,13.26,10.88,24.52,13.64,-26.9,,,
8/15/17,"2,468.66","2,468.90","2,461.61","2,464.61",2.82,7.29,-4.05,-1.23,-4.23,-3.06,,,
8/16/17,"2,468.63","2,474.93","2,463.86","2,468.11",4.02,11.07,-0.52,3.5,-0.75,-10.32,,,
8/17/17,"2,462.95","2,465.02","2,430.01","2,430.01",-5.16,35.01,-32.94,-38.1,-38.1,3.09,,,
8/18/17,"2,427.64","2,440.27","2,420.69","2,425.55",-2.37,19.58,-2.09,-4.46,-9.32,-10.26,,,
8/21/17,"2,425.50","2,430.58","2,417.35","2,428.37",-0.05,13.23,2.87,2.82,-8.2,-5.03,,,
8/22/17,"2,433.75","2,454.77","2,433.67","2,452.51",5.38,21.1,18.76,24.14,5.3,-26.4,,,
8/23/17,"2,444.88","2,448.91","2,441.42","2,444.04",-7.63,7.49,-0.84,-8.47,-11.09,3.6,,,
8/24/17,"2,447.91","2,450.39","2,436.19","2,438.97",3.87,14.2,-8.94,-5.07,-7.85,-6.35,,,
8/25/17,"2,444.72","2,453.96","2,442.22","2,443.05",5.75,11.74,-1.67,4.08,3.25,-14.99,,,
8/28/17,"2,447.35","2,449.12","2,439.03","2,444.24",4.3,10.09,-3.11,1.19,-4.02,-6.07,,,
8/29/17,"2,431.94","2,449.19","2,428.20","2,446.30",-12.3,20.99,14.36,2.06,-16.04,-4.95,,,
8/30/17,"2,446.06","2,460.31","2,443.77","2,457.59",-0.24,16.54,11.53,11.29,-2.53,-14.01,,,
8/31/17,"2,462.65","2,475.01","2,462.65","2,471.65",5.06,12.36,9,14.06,5.06,-17.42,,,
9/1/17,"2,474.42","2,480.38","2,473.85","2,476.55",2.77,6.53,2.13,4.9,2.2,-8.73,,,
9/5/17,"2,470.35","2,471.97","2,446.55","2,457.85",-6.2,25.42,-12.5,-18.7,-30,4.58,,,
9/6/17,"2,463.83","2,469.64","2,459.20","2,465.54",5.98,10.44,1.71,7.69,1.35,-11.79,,,
9/7/17,"2,468.06","2,468.62","2,460.29","2,465.10",2.52,8.33,-2.96,-0.44,-5.25,-3.08,,,
9/8/17,"2,462.25","2,467.11","2,459.40","2,461.43",-2.85,7.71,-0.82,-3.67,-5.7,-2.01,,,
9/11/17,"2,474.52","2,488.95","2,474.52","2,488.11",13.09,14.43,13.59,26.68,13.09,-27.52,,,
9/12/17,"2,491.94","2,496.77","2,490.37","2,496.48",3.83,6.4,4.54,8.37,2.26,-8.66,,,
9/13/17,"2,493.89","2,498.37","2,492.14","2,498.37",-2.59,6.23,4.48,1.89,-4.34,-1.89,,,
9/14/17,"2,494.56","2,498.43","2,491.35","2,495.62",-3.81,7.08,1.06,-2.75,-7.02,-0.06,,,
9/15/17,"2,495.67","2,500.23","2,493.16","2,500.23",0.05,7.07,4.56,4.61,-2.46,-4.61,,,
9/18/17,"2,502.51","2,508.32","2,499.92","2,503.87",2.28,8.4,1.36,3.64,-0.31,-8.09,,,
9/19/17,"2,506.29","2,507.84","2,503.19","2,506.65",2.42,4.65,0.36,2.78,-0.68,-3.97,,,
9/20/17,"2,506.84","2,508.85","2,496.67","2,508.24",0.19,12.18,1.4,1.59,-9.98,-2.2,,,
9/21/17,"2,507.16","2,507.16","2,499.00","2,500.60",-1.08,8.16,-6.56,-7.64,-9.24,1.08,,,
9/22/17,"2,497.26","2,503.47","2,496.54","2,502.22",-3.34,6.93,4.96,1.62,-4.06,-2.87,,,
9/25/17,"2,499.39","2,502.54","2,488.03","2,496.66",-2.83,14.51,-2.73,-5.56,-14.19,-0.32,,,
9/26/17,"2,501.04","2,503.51","2,495.12","2,496.84",4.38,8.39,-4.2,0.18,-1.54,-6.85,,,
9/27/17,"2,503.30","2,511.75","2,495.91","2,507.04",6.46,15.84,3.74,10.2,-0.93,-14.91,,,
9/28/17,"2,503.41","2,510.81","2,502.93","2,510.06",-3.63,7.88,6.65,3.02,-4.11,-3.77,,,
9/29/17,"2,509.96","2,519.44","2,507.99","2,519.36",-0.1,11.45,9.4,9.3,-2.07,-9.38,,,
10/2/17,"2,521.20","2,529.23","2,520.40","2,529.12",1.84,8.83,7.92,9.76,1.04,-9.87,,,
10/3/17,"2,530.34","2,535.13","2,528.85","2,534.58",1.22,6.28,4.24,5.46,-0.27,-6.01,,,
10/4/17,"2,533.48","2,540.53","2,531.80","2,537.74",-1.1,8.73,4.26,3.16,-2.78,-5.95,,,
10/5/17,"2,540.86","2,552.51","2,540.02","2,552.07",3.12,12.49,11.21,14.33,2.28,-14.77,,,
10/6/17,"2,547.44","2,549.41","2,543.79","2,549.33",-4.63,5.62,1.89,-2.74,-8.28,2.66,,,
10/9/17,"2,551.39","2,551.82","2,541.60","2,544.73",2.06,10.22,-6.66,-4.6,-7.73,-2.49,,,
10/10/17,"2,549.99","2,555.23","2,544.86","2,550.64",5.26,10.37,0.65,5.91,0.13,-10.5,,,
10/11/17,"2,550.62","2,555.24","2,547.95","2,555.24",-0.02,7.29,4.62,4.6,-2.69,-4.6,,,
10/12/17,"2,552.88","2,555.33","2,548.31","2,550.93",-2.36,7.02,-1.95,-4.31,-6.93,-0.09,,,
10/13/17,"2,555.66","2,557.65","2,552.09","2,553.17",4.73,5.56,-2.49,2.24,1.16,-6.72,,,
10/16/17,"2,555.57","2,559.47","2,552.64","2,557.64",2.4,6.83,2.07,4.47,-0.53,-6.3,,,
10/17/17,"2,557.17","2,559.71","2,554.69","2,559.36",-0.47,5.02,2.19,1.72,-2.95,-2.07,,,
10/18/17,"2,562.87","2,564.11","2,559.67","2,561.26",3.51,4.44,-1.61,1.9,0.31,-4.75,,,
10/19/17,"2,553.39","2,562.36","2,547.92","2,562.10",-7.87,14.44,8.71,0.84,-13.34,-1.1,,,
10/20/17,"2,567.56","2,575.44","2,567.56","2,575.21",5.46,7.88,7.65,13.11,5.46,-13.34,,,
10/23/17,"2,578.08","2,578.29","2,564.33","2,564.98",2.87,13.96,-13.1,-10.23,-10.88,-3.08,,,
10/24/17,"2,568.66","2,572.18","2,565.58","2,569.13",3.68,6.6,0.47,4.15,0.6,-7.2,,,
10/25/17,"2,566.52","2,567.40","2,544.00","2,557.15",-2.61,23.4,-9.37,-11.98,-25.13,1.73,,,
10/26/17,"2,560.08","2,567.07","2,559.80","2,560.40",2.93,7.27,0.32,3.25,2.65,-9.92,,,
10/27/17,"2,570.26","2,582.98","2,565.94","2,581.07",9.86,17.04,10.81,20.67,5.54,-22.58,,,
10/30/17,"2,577.75","2,580.03","2,568.25","2,572.83",-3.32,11.78,-4.92,-8.24,-12.82,1.04,,,
10/31/17,"2,575.99","2,578.29","2,572.15","2,575.26",3.16,6.14,-0.73,2.43,-0.68,-5.46,,,
11/1/17,"2,583.21","2,588.40","2,574.92","2,579.36",7.95,13.48,-3.85,4.1,-0.34,-13.14,,,
11/2/17,"2,579.46","2,581.11","2,566.17","2,579.85",0.1,14.94,0.39,0.49,-13.19,-1.75,,,
11/3/17,"2,581.93","2,588.42","2,576.77","2,587.84",2.08,11.65,5.91,7.99,-3.08,-8.57,,,
11/6/17,"2,587.47","2,593.38","2,585.66","2,591.13",-0.37,7.72,3.66,3.29,-2.18,-5.54,,,
11/7/17,"2,592.11","2,597.02","2,584.35","2,590.64",0.98,12.67,-1.47,-0.49,-6.78,-5.89,,,
11/8/17,"2,588.71","2,595.47","2,585.02","2,594.38",-1.93,10.45,5.67,3.74,-5.62,-4.83,,,
11/9/17,"2,584.00","2,586.50","2,566.33","2,584.62",-10.38,20.17,0.62,-9.76,-28.05,7.88,,,
11/10/17,"2,580.18","2,583.81","2,575.57","2,582.30",-4.44,8.24,2.12,-2.32,-9.05,0.81,,,
11/13/17,"2,576.53","2,587.66","2,574.48","2,584.84",-5.77,13.18,8.31,2.54,-7.82,-5.36,,,
11/14/17,"2,577.75","2,579.66","2,566.56","2,578.87",-7.09,13.1,1.12,-5.97,-18.28,5.18,,,
11/15/17,"2,569.45","2,572.84","2,557.45","2,564.62",-9.42,15.39,-4.83,-14.25,-21.42,6.03,,,
11/16/17,"2,572.95","2,590.09","2,572.95","2,585.64",8.33,17.14,12.69,21.02,8.33,-25.47,,,
11/17/17,"2,582.94","2,583.96","2,577.62","2,578.85",-2.7,6.34,-4.09,-6.79,-8.02,1.68,,,
11/20/17,"2,579.49","2,584.64","2,578.24","2,582.14",0.64,6.4,2.65,3.29,-0.61,-5.79,,,
11/21/17,"2,589.17","2,601.19","2,589.17","2,599.03",7.03,12.02,9.86,16.89,7.03,-19.05,,,
11/22/17,"2,600.31","2,600.94","2,595.23","2,597.08",1.28,5.71,-3.23,-1.95,-3.8,-1.91,,,
11/24/17,"2,600.42","2,604.21","2,600.42","2,602.42",3.34,3.79,2,5.34,3.34,-7.13,,,
11/27/17,"2,602.66","2,606.41","2,598.87","2,601.42",0.24,7.54,-1.24,-1,-3.55,-3.99,,,
11/28/17,"2,605.94","2,627.69","2,605.44","2,627.04",4.52,22.25,21.1,25.62,4.02,-26.27,,,
11/29/17,"2,627.82","2,634.89","2,620.32","2,626.07",0.78,14.57,-1.75,-0.97,-6.72,-7.85,,,
11/30/17,"2,633.93","2,657.74","2,633.93","2,647.58",7.86,23.81,13.65,21.51,7.86,-31.67,,,
12/1/17,"2,645.10","2,650.62","2,605.52","2,642.22",-2.48,45.1,-2.88,-5.36,-42.06,-3.04,,,
12/4/17,"2,657.19","2,665.19","2,639.03","2,639.44",14.97,26.16,-17.75,-2.78,-3.19,-22.97,,,
12/5/17,"2,639.78","2,648.72","2,627.73","2,629.57",0.34,20.99,-10.21,-9.87,-11.71,-9.28,,,
